circuitId,country,name,lat,lng,alt,location,date,time,year,locationModified,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,description,icon,stations
32,Mexico,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,Mexico City,2023-10-29,20:00:00,2023,Mexico%20City%20Mexico,26.4,9.0,18.5,26.4,9.0,18.5,8.5,58.0,0.0,0.0,0.0,,0.0,0.0,19.8,13.8,3.5,1014.7,28.4,13.1,266.3,22.8,9.0,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX"
32,Mexico,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,Mexico City,2024-10-27,20:00:00,2024,Mexico%20City%20Mexico,19.2,9.5,14.3,0.0,0.0,26.8,8.0,69.2,10.0,3.0,1.0,,,,22.7,15.5,149.1,1010.4,57.9,11.6,,,,,Partially cloudy,,partly-cloudy-day,
33,USA,Phoenix street circuit,33.4479,-112.075,345,Phoenix,1989-06-04,\N,1989,Phoenix%20USA,38.3,23.3,31.0,35.0,23.3,29.3,0.8,15.8,0.0,0.0,0.0,,,,,21.9,233.8,1006.1,7.5,69.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
33,USA,Phoenix street circuit,33.4479,-112.075,345,Phoenix,1990-03-11,\N,1990,Phoenix%20USA,17.9,9.4,12.8,17.9,8.5,12.7,4.2,58.0,2.393,100.0,8.33,rain,,,,29.4,204.3,1012.1,88.9,53.3,,,,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278023183,72278523111"
33,USA,Phoenix street circuit,33.4479,-112.075,345,Phoenix,1991-03-10,\N,1991,Phoenix%20USA,25.1,15.7,20.7,25.1,15.7,20.7,-1.8,23.2,0.0,0.0,0.0,,,,,14.8,73.7,1011.2,98.8,67.0,,,,,Overcast,Cloudy skies throughout the day.,cloudy,72278023183
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1971-07-04,\N,1971,Le%20Castellet%20France,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1973-07-01,\N,1973,Le%20Castellet%20France,31.1,19.1,24.2,31.9,19.1,24.3,17.7,69.0,0.0,0.0,0.0,,,0.0,,27.4,229.6,1019.4,2.2,11.0,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07647099999,07650099999,07660099999,07670099999,07667099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1975-07-06,\N,1975,Le%20Castellet%20France,27.1,16.1,21.4,27.2,16.1,21.4,15.2,69.1,0.0,0.0,0.0,,,0.0,,25.9,244.8,1012.1,9.9,12.6,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07647099999,07650099999,07660099999,07670099999,07667099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1976-07-04,\N,1976,Le%20Castellet%20France,30.1,20.1,24.8,32.0,20.1,25.3,18.4,68.6,0.0,0.0,0.0,,,0.0,,29.5,254.1,1016.9,13.7,9.8,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07647099999,07650099999,07660099999,07670099999,07661099999,07667099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1978-07-02,\N,1978,Le%20Castellet%20France,26.1,15.3,20.9,26.1,15.3,20.9,12.2,59.8,0.0,0.0,0.0,,,0.0,,40.7,318.3,1017.5,9.8,11.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07647099999,07650099999,07660099999,07670099999,07661099999,07667099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1980-06-29,\N,1980,Le%20Castellet%20France,24.1,15.6,20.3,24.1,15.6,20.3,12.4,61.2,0.0,0.0,0.0,,,,,42.6,281.4,1011.7,20.0,16.9,,,,,Clear,Partly cloudy throughout the day.,clear-day,"07652099999,07647099999,07650099999,07660099999,07670099999,07661099999,07667099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1982-07-25,\N,1982,Le%20Castellet%20France,27.1,20.1,23.4,26.7,20.1,23.3,12.4,51.6,0.0,0.0,0.0,,,,,61.2,337.0,1014.4,0.3,11.7,,,,,Clear,Clear conditions throughout the day.,wind,"07652099999,07648099999,07656099999,07678099999,07647099999,07650099999,07660099999,07670099999,07661099999,07653099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1983-04-17,\N,1983,Le%20Castellet%20France,18.1,9.7,13.4,18.1,8.0,13.3,6.1,63.8,0.0,0.0,0.0,,,,,51.1,100.0,1013.9,86.9,10.8,,,,,Partially cloudy,Partly cloudy throughout the day.,wind,"07652099999,07648099999,07656099999,07678099999,07647099999,07650099999,07660099999,07670099999,07661099999,07653099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1985-07-07,\N,1985,Le%20Castellet%20France,31.1,19.1,24.7,30.7,19.1,24.7,16.4,61.4,0.0,0.0,0.0,,,,,18.4,336.6,1019.7,16.1,10.2,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07648099999,07656099999,07678099999,07647099999,07650099999,07660099999,07661099999,07653099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1986-07-06,\N,1986,Le%20Castellet%20France,29.1,21.2,23.8,29.5,21.2,23.8,17.2,68.1,0.0,0.0,0.0,,,,,50.0,238.9,1011.7,47.4,11.1,,,,,Partially cloudy,Partly cloudy throughout the day.,wind,"07652099999,07648099999,07656099999,07678099999,07647099999,07650099999,07660099999,07670099999,07661099999,07653099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1987-07-05,\N,1987,Le%20Castellet%20France,32.1,22.3,26.4,33.6,22.3,27.1,18.5,62.8,0.0,0.0,0.0,,,,,22.3,197.9,1015.8,13.1,10.5,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07648099999,07656099999,07678099999,07647099999,07650099999,07660099999,07670099999,07661099999,07653099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1988-07-03,\N,1988,Le%20Castellet%20France,25.1,17.1,20.4,25.1,17.1,20.4,15.1,72.8,0.0,0.0,0.0,,,,,30.4,255.4,1006.2,59.4,15.8,,,,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07652099999,07648099999,07656099999,07647099999,07650099999,07660099999,07670099999,07661099999,07653099999,07667099999,07677099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1989-07-09,\N,1989,Le%20Castellet%20France,30.0,22.1,24.6,30.7,22.1,24.8,17.4,64.8,0.0,0.0,0.0,,,,,31.0,288.8,1016.6,9.2,13.7,,,,,Clear,Clear conditions throughout the day.,clear-day,"07648099999,07647099999,07650099999,07660099999,07670099999,07661099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,1990-07-08,\N,1990,Le%20Castellet%20France,31.1,17.6,23.9,31.0,17.6,24.0,15.2,59.8,0.0,0.0,0.0,,,,,46.4,330.8,1017.3,10.1,16.5,,,,,Clear,Clear conditions throughout the day.,clear-day,"07652099999,07648099999,07656099999,07647099999,07650099999,07660099999,07667099999,07661099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,2018-06-24,14:10:00,2018,Le%20Castellet%20France,26.6,17.2,22.0,26.6,17.2,22.0,15.3,66.5,0.743,100.0,8.33,rain,0.0,0.0,38.1,21.6,42.8,1016.3,85.9,30.6,247.2,21.4,8.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E5345,E0050,07648099999,07678099999,07647099999,07650099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,2019-06-23,13:10:00,2019,Le%20Castellet%20France,28.8,16.3,22.9,28.6,16.3,23.0,16.2,67.9,0.0,0.0,0.0,,0.0,0.0,37.6,21.9,262.0,1014.7,67.1,36.3,207.2,17.7,8.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E0050,E8668,07648099999,07678099999,E6174,07647099999,07650099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,2021-06-20,13:00:00,2021,Le%20Castellet%20France,26.7,22.5,24.5,28.1,22.5,24.5,19.8,75.8,0.454,100.0,16.67,rain,0.0,0.0,49.0,27.2,110.2,1010.9,92.3,21.6,99.4,8.7,4.0,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E0050,07648099999,07678099999,07647099999,07650099999,07667099999,07675099999"
34,France,Circuit Paul Ricard,43.2506,5.79167,432,Le Castellet,2022-07-24,13:00:00,2022,Le%20Castellet%20France,32.5,21.8,27.7,34.8,21.8,28.8,19.8,63.2,0.0,0.0,0.0,,0.0,0.0,32.2,18.4,234.8,1015.9,0.3,30.3,302.3,26.1,9.0,,Clear,Clear conditions throughout the day.,clear-day,"E0050,07648099999,07678099999,E6174,07647099999,07650099999,07667099999,07675099999"
35,Korea,Korean International Circuit,34.7333,126.417,0,Yeongam County,2010-10-24,05:00:00,2010,Yeongam%20South%20Korea,17.0,6.6,10.1,17.0,4.4,10.0,6.7,80.8,0.0,0.0,0.0,,,,,11.0,61.9,1019.3,60.3,11.3,160.5,13.8,6.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWOH,LGKZ,16614099999,13578099999,13461599999,13583099999"
35,Korea,Korean International Circuit,34.7333,126.417,0,Yeongam County,2011-10-16,06:00:00,2011,Yeongam%20South%20Korea,8.3,1.1,5.7,5.6,-1.6,2.6,-3.4,53.3,0.0,0.0,0.0,,,,50.4,24.3,2.6,1022.3,57.9,12.0,169.3,14.6,6.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWOH,LGKZ,16614099999,13578099999,13461599999,13629099999,13583099999"
35,Korea,Korean International Circuit,34.7333,126.417,0,Yeongam County,2012-10-14,06:00:00,2012,Yeongam%20South%20Korea,20.6,14.2,16.6,20.6,14.2,16.6,13.5,82.7,49.259,100.0,12.5,rain,,,46.8,18.4,148.7,1013.0,91.9,10.7,74.4,6.5,3.0,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LWOH,LGKZ,16614099999,13578099999,13461599999,13629099999,13583099999"
35,Korea,Korean International Circuit,34.7333,126.417,0,Yeongam County,2013-10-06,06:00:00,2013,Yeongam%20South%20Korea,16.4,6.0,10.8,16.4,4.3,10.6,5.2,69.2,0.0,0.0,0.0,,,,22.3,13.8,160.7,1025.3,80.2,13.4,74.6,6.3,3.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LWOH,LGKZ,16614099999,13578099999,13461599999,13629099999,13583099999"
36,Brazil,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,Rio de Janeiro,1978-01-29,\N,1978,Rio%20de%20Janeiro%20Brazil,37.1,25.1,30.3,40.2,25.1,32.9,21.9,63.0,0.0,0.0,0.0,,,,,18.4,111.4,1014.1,1.8,12.2,,,,,Clear,Clear conditions throughout the day.,clear-day,"83741099999,83748099999,83746099999,83743099999,83111099999,83755099999"
